subjects,n3_1,n3_2,n3_3,n3_4,n3_5,n3_6,n3_7,n3_8,n3_9,n3_10,n3_11,n3_12,n6_1,n6_2,n6_3,n6_4,n6_5,n6_6,n6_7,n6_8,n6_9,n6_10,n6_11,n6_12,test3_1,test3_2,test3_3,test3_4,test3_5,test3_6,test3_7,test3_8,test3_9,test3_10,test3_11,test3_12,test6_1,test6_2,test6_3,test6_4,test6_5,test6_6,test6_7,test6_8,test6_9,test6_10,test6_11,test6_12
3e21d4,0.4166666667,0.6666666667,0.5,0.8333333333,0.6666666667,0.75,0.9166666667,0.8333333333,0.9166666667,0.8333333333,0.9166666667,0.6666666667,0.2222222222,0.3888888889,0.5555555556,0.6111111111,0.5555555556,0.6111111111,0.5555555556,0.7222222222,0.7222222222,0.8888888889,0.7777777778,0.7222222222,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111,0.7361111111
1b19bb,0.3333333333,0.6666666667,0.4166666667,0.75,0.75,0.75,0.8333333333,0.9166666667,1,0.9166666667,0.9166666667,0.8333333333,0.4444444444,0.3333333333,0.3888888889,0.3333333333,0.3333333333,0.4444444444,0.6111111111,0.3888888889,0.4444444444,0.4444444444,0.5,0.5,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.4861111111,0.4861111111,0.4861111111,0.4861111111,0.4861111111,0.4861111111,0.4861111111,0.4861111111,0.4861111111,0.4861111111,0.4861111111,0.4861111111
7a2728,0.5833333333,0.5833333333,0.5833333333,0.5,0.5,0.5833333333,0.6666666667,0.5833333333,0.6666666667,0.75,0.9166666667,0.6666666667,0.3333333333,0.4444444444,0.3888888889,0.6111111111,0.6666666667,0.6111111111,0.6666666667,0.5,0.5555555556,0.5,0.5555555556,0.5,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333
38c59c,0.75,0.5833333333,0.6666666667,0.6666666667,0.75,0.75,0.5833333333,0.8333333333,0.8333333333,0.9166666667,0.9166666667,0.9166666667,0.5555555556,0.3888888889,0.6111111111,0.4444444444,0.5555555556,0.3333333333,0.3888888889,0.5,0.5555555556,0.5555555556,0.6111111111,0.6666666667,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556
93ffec,0.3333333333,0.5833333333,0.75,0.75,0.8333333333,0.8333333333,0.6666666667,0.9166666667,1,0.9166666667,0.75,0.8333333333,0.3333333333,0.5555555556,0.7222222222,0.7777777778,0.6666666667,0.6666666667,0.8333333333,0.7777777778,0.8888888889,0.8888888889,0.8333333333,0.7777777778,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667
9acf95,0.5833333333,0.5833333333,0.5833333333,0.8333333333,0.8333333333,1,1,1,0.9166666667,1,1,1,0.2777777778,0.5555555556,0.4444444444,0.2777777778,0.3333333333,0.5555555556,0.4444444444,0.4444444444,0.5,0.3888888889,0.5555555556,0.5555555556,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667
9ebcf7,0.25,0.5833333333,0.5833333333,0.3333333333,0.5833333333,0.6666666667,0.75,0.6666666667,0.5833333333,0.6666666667,0.75,0.75,0.3888888889,0.5,0.5555555556,0.3888888889,0.3888888889,0.4444444444,0.3333333333,0.4444444444,0.4444444444,0.5555555556,0.5555555556,0.3333333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444,0.5694444444
71a0e8,0.4166666667,0.5,0.75,0.8333333333,0.9166666667,0.9166666667,1,0.9166666667,1,0.9166666667,1,0.9166666667,0.2777777778,0.5,0.6111111111,0.5555555556,0.5555555556,0.6111111111,0.6666666667,0.5555555556,0.6111111111,0.5,0.5555555556,0.6666666667,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667,0.5416666667
1543fb,0.4166666667,0.5,0.6666666667,0.8333333333,0.5833333333,0.8333333333,0.6666666667,1,0.75,0.9166666667,0.75,0.9166666667,0.3333333333,0.5555555556,0.5,0.4444444444,0.3888888889,0.5555555556,0.5555555556,0.5555555556,0.3888888889,0.5,0.5,0.7222222222,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778,0.6527777778
223c73,0.6666666667,0.6666666667,0.8333333333,0.9166666667,0.75,1,0.75,0.9166666667,0.9166666667,0.9166666667,0.9166666667,1,0.4444444444,0.6111111111,0.7777777778,0.6111111111,0.8333333333,0.9444444444,0.7777777778,0.7222222222,1,0.7222222222,0.7777777778,0.7777777778,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222
51cc49,0.3333333333,0.6666666667,0.75,0.5833333333,0.5,0.8333333333,0.6666666667,0.8333333333,0.75,0.75,0.75,0.6666666667,0.3333333333,0.5,0.3888888889,0.5555555556,0.3333333333,0.3888888889,0.6111111111,0.6111111111,0.6666666667,0.5555555556,0.5,0.6666666667,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556
1f0024,0.4166666667,0.3333333333,0.5833333333,0.75,0.75,0.9166666667,0.9166666667,0.75,0.75,0.8333333333,0.6666666667,0.8333333333,0.3888888889,0.5555555556,0.7222222222,0.6111111111,0.5,0.7222222222,0.7777777778,0.8333333333,0.8888888889,0.7222222222,0.7777777778,0.8888888889,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778
a0a2dd,0.4166666667,0.8333333333,0.75,0.9166666667,1,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.75,0.9166666667,0.2222222222,0.3888888889,0.5555555556,0.6666666667,0.6666666667,0.4444444444,0.4444444444,0.6111111111,0.7222222222,0.7777777778,0.7222222222,0.8333333333,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444
57f3e2,0.5,0.75,0.4166666667,0.4166666667,0.5,0.75,0.75,0.75,0.8333333333,0.8333333333,0.75,0.8333333333,0.2777777778,0.2777777778,0.3333333333,0.3888888889,0.2777777778,0.3888888889,0.5555555556,0.7222222222,0.6666666667,0.6666666667,0.7222222222,0.7222222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.9722222222,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667,0.7916666667
276e9b,0,0.4166666667,0.8333333333,0.9166666667,1,0.9166666667,1,0.9166666667,1,0.75,1,0.75,0.2777777778,0.3888888889,0.5,0.5555555556,0.6111111111,0.7777777778,0.6111111111,0.5,0.5555555556,0.6666666667,0.5555555556,0.6666666667,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444,0.4444444444
842417,0.4166666667,0.75,0.6666666667,0.9166666667,0.75,1,0.8333333333,0.9166666667,0.9166666667,0.9166666667,1,1,0.2222222222,0.4444444444,0.5555555556,0.5,0.7222222222,0.8333333333,0.7222222222,0.8888888889,0.9444444444,0.8888888889,1,0.8888888889,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444
cb9d13,0.4166666667,0.4166666667,0.6666666667,0.6666666667,0.8333333333,0.75,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,1,0.1111111111,0.3333333333,0.5555555556,0.5,0.5,0.7222222222,0.5,0.7777777778,0.7777777778,0.8333333333,0.7777777778,0.5555555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444
67f2cf,0.25,0.4166666667,0.6666666667,0.8333333333,0.8333333333,0.75,0.8333333333,0.9166666667,1,0.8333333333,0.9166666667,1,0.5,0.5555555556,0.3888888889,0.3888888889,0.5555555556,0.6111111111,0.7777777778,0.7222222222,0.7777777778,0.7777777778,0.8888888889,0.8888888889,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333
a621c2,0.4166666667,0.3333333333,0.6666666667,0.5,0.75,0.6666666667,0.6666666667,0.5,0.75,0.6666666667,0.9166666667,0.75,0.3333333333,0.4444444444,0.5555555556,0.6111111111,0.6111111111,0.6111111111,0.6666666667,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.5555555556,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667
88e760,0.3333333333,0.5833333333,0.6666666667,0.75,0.5833333333,0.8333333333,0.8333333333,0.9166666667,0.8333333333,0.8333333333,0.5833333333,0.75,0.2777777778,0.2777777778,0.3333333333,0.4444444444,0.5555555556,0.3888888889,0.6111111111,0.4444444444,0.6666666667,0.7222222222,0.7222222222,0.7777777778,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111
292129,0.5,0.25,0.75,0.8333333333,0.6666666667,0.75,0.75,0.75,0.8333333333,0.9166666667,1,1,0.1666666667,0.2222222222,0.2222222222,0.5555555556,0.3888888889,0.5555555556,0.6111111111,0.7777777778,0.6111111111,0.5555555556,0.5555555556,0.5555555556,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222
598a27,0.5833333333,0.5833333333,0.9166666667,0.9166666667,1,1,0.8333333333,1,1,1,1,0.9166666667,0.3888888889,0.5,0.6666666667,0.6666666667,0.7777777778,0.8333333333,0.8333333333,0.8888888889,0.8333333333,0.8888888889,0.8888888889,0.9444444444,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.8888888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889
6e88c7,0.3333333333,0.5833333333,0.9166666667,0.6666666667,0.9166666667,0.8333333333,0.9166666667,0.9166666667,1,0.75,0.8333333333,1,0.2777777778,0.3888888889,0.5555555556,0.6666666667,0.7222222222,0.8333333333,0.7222222222,0.8333333333,0.8333333333,0.8333333333,0.7777777778,0.8333333333,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
6fe1cb,0.5,0.75,0.8333333333,0.9166666667,0.9166666667,1,0.9166666667,1,1,1,0.9166666667,1,0.3333333333,0.3888888889,0.5555555556,0.4444444444,0.7222222222,0.6111111111,0.7222222222,0.7222222222,0.7777777778,0.8888888889,0.8888888889,0.8333333333,1,1,1,1,1,1,1,1,1,1,1,1,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889,0.7638888889
af7457,0.5,0.6666666667,0.5833333333,0.9166666667,0.9166666667,1,0.8333333333,1,1,1,0.9166666667,1,0.5,0.4444444444,0.3888888889,0.4444444444,0.6111111111,0.5555555556,0.5,0.6111111111,0.6666666667,0.5,0.5,0.4444444444,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444,0.1944444444
53b63a,0.5,0.6666666667,0.8333333333,0.9166666667,0.9166666667,0.9166666667,0.9166666667,1,0.9166666667,1,1,0.9166666667,0.3333333333,0.2777777778,0.4444444444,0.5,0.4444444444,0.5,0.5,0.7777777778,0.7777777778,0.9444444444,0.9444444444,0.7777777778,1,1,1,1,1,1,1,1,1,1,1,1,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333,0.7083333333
24c706,0.5,0.5833333333,0.8333333333,0.9166666667,0.9166666667,0.9166666667,1,0.9166666667,0.8333333333,0.8333333333,1,0.9166666667,0.3333333333,0.5,0.5555555556,0.6666666667,0.7222222222,0.7777777778,0.7222222222,0.6666666667,0.7222222222,0.7222222222,0.7777777778,0.6666666667,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778
50819f,0.4166666667,0.5833333333,0.5,0.8333333333,0.75,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,1,0.2777777778,0.4444444444,0.5555555556,0.6111111111,0.6666666667,0.6666666667,0.6666666667,0.7777777778,0.7222222222,0.8333333333,0.8888888889,0.8333333333,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.6666666667,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556,0.5555555556
4d9df2,0.5,0.5833333333,0.9166666667,1,0.6666666667,0.8333333333,0.75,0.6666666667,0.6666666667,0.8333333333,0.8333333333,0.9166666667,0.2222222222,0.3888888889,0.4444444444,0.6111111111,0.7222222222,1,0.8333333333,0.7222222222,0.8888888889,0.7222222222,0.8888888889,0.7777777778,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111
b70f66,0.3333333333,0.5833333333,0.75,0.9166666667,0.75,0.8333333333,0.9166666667,0.8333333333,0.8333333333,0.9166666667,0.9166666667,0.8333333333,0.3888888889,0.6111111111,0.6666666667,0.7222222222,0.7777777778,0.7777777778,0.8888888889,0.7777777778,0.7222222222,0.9444444444,0.8333333333,0.8333333333,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111,0.8611111111
8d3097,0.25,0.5833333333,0.6666666667,0.75,0.8333333333,0.6666666667,0.9166666667,0.8333333333,0.8333333333,1,1,0.9166666667,0.2777777778,0.5,0.7222222222,0.6111111111,0.7222222222,0.8333333333,1,0.9444444444,0.6666666667,0.8888888889,0.9444444444,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444
f6bfad,0.5,0.6666666667,0.6666666667,0.5833333333,0.9166666667,0.8333333333,1,0.8333333333,0.9166666667,0.75,0.8333333333,1,0.3888888889,0.2222222222,0.4444444444,0.3888888889,0.3333333333,0.3888888889,0.2222222222,0.5,0.5555555556,0.3888888889,0.5555555556,0.5555555556,0,0,0,0,0,0,0,0,0,0,0,0,0.0138888889,0.0138888889,0.0138888889,0.0138888889,0.0138888889,0.0138888889,0.0138888889,0.0138888889,0.0138888889,0.0138888889,0.0138888889,0.0138888889
8376d2,0.4166666667,0.6666666667,0.5833333333,0.75,0.75,0.75,0.75,0.75,0.8333333333,0.6666666667,0.6666666667,0.8333333333,0.4444444444,0.3333333333,0.3333333333,0.2222222222,0.3333333333,0.3888888889,0.3888888889,0.3888888889,0.2777777778,0.5555555556,0.2777777778,0.4444444444,0.3611111111,0.3611111111,0.3611111111,0.3611111111,0.3611111111,0.3611111111,0.3611111111,0.3611111111,0.3611111111,0.3611111111,0.3611111111,0.3611111111,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556
e7e832,0.6666666667,0.9166666667,0.8333333333,0.9166666667,0.8333333333,0.9166666667,0.9166666667,0.9166666667,0.8333333333,0.8333333333,0.9166666667,0.6666666667,0.5,0.5,0.7222222222,0.7777777778,0.7777777778,0.7222222222,0.7777777778,0.8888888889,0.8333333333,0.6666666667,0.6111111111,0.6111111111,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.7222222222,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111,0.6111111111
7c5838,0.6666666667,0.5,0.6666666667,0.75,0.8333333333,0.75,0.75,1,1,1,1,1,0.3888888889,0.4444444444,0.7222222222,0.6111111111,0.7222222222,0.6111111111,0.7777777778,0.8333333333,0.7777777778,0.8888888889,0.8333333333,0.8888888889,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
019aa2,0.6666666667,0.6666666667,0.9166666667,0.8333333333,0.9166666667,0.75,0.8333333333,0.8333333333,0.8333333333,0.9166666667,1,0.75,0.2222222222,0.6111111111,0.6111111111,0.5,0.3888888889,0.6666666667,0.5555555556,0.4444444444,0.5555555556,0.6111111111,0.5555555556,0.5,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.2777777778,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222,0.3472222222
6de3f3,0.25,0.4166666667,0.9166666667,0.6666666667,0.9166666667,0.9166666667,0.75,0.8333333333,0.9166666667,1,0.8333333333,0.8333333333,0.1111111111,0.3333333333,0.3888888889,0.5,0.3333333333,0.3888888889,0.1666666667,0.3333333333,0.3333333333,0.3888888889,0.3888888889,0.5,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.8333333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333,0.4583333333
6f0ecb,0.4166666667,0.6666666667,0.75,0.8333333333,0.75,0.75,0.9166666667,0.8333333333,0.9166666667,0.75,1,0.9166666667,0.3333333333,0.5555555556,0.6111111111,0.5,0.5555555556,0.5555555556,0.5555555556,0.7777777778,0.6666666667,0.5555555556,0.6111111111,0.7777777778,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556,0.6805555556
827245,0.5,1,0.8333333333,0.9166666667,0.8333333333,1,0.8333333333,1,1,0.9166666667,1,1,0.3333333333,0.5555555556,0.4444444444,0.6666666667,0.6111111111,0.6111111111,0.8888888889,0.8888888889,0.9444444444,0.8888888889,0.9444444444,0.9444444444,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9166666667,0.9305555556,0.9305555556,0.9305555556,0.9305555556,0.9305555556,0.9305555556,0.9305555556,0.9305555556,0.9305555556,0.9305555556,0.9305555556,0.9305555556
cff8cd,0.6666666667,0.5,0.75,0.8333333333,0.9166666667,1,1,0.8333333333,0.8333333333,0.9166666667,0.9166666667,1,0.2777777778,0.4444444444,0.5,0.5555555556,0.6666666667,0.6666666667,0.7222222222,0.6666666667,0.6666666667,0.6111111111,0.7777777778,0.7777777778,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333,0.5833333333
1a551b,0.5833333333,0.6666666667,0.8333333333,1,0.8333333333,1,0.9166666667,0.9166666667,1,1,1,0.9166666667,0.4444444444,0.6111111111,0.6666666667,0.8333333333,0.7777777778,0.8333333333,0.9444444444,0.7222222222,0.8888888889,0.8888888889,0.8333333333,1,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.7777777778,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444,0.9444444444
3942a5,0.6666666667,0.75,0.6666666667,0.8333333333,0.8333333333,0.9166666667,1,1,1,0.8333333333,1,0.8333333333,0.5,0.5,0.5,0.6111111111,0.6111111111,0.6666666667,0.5555555556,0.6111111111,0.6111111111,0.7777777778,0.7777777778,0.8333333333,1,1,1,1,1,1,1,1,1,1,1,1,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444,0.6944444444
d11ef4,0.5833333333,0.75,0.9166666667,0.8333333333,0.75,0.9166666667,0.8333333333,0.6666666667,0.75,0.9166666667,1,1,0.2222222222,0.2777777778,0.3888888889,0.5,0.5555555556,0.5555555556,0.6111111111,0.7222222222,0.7222222222,0.7777777778,0.8888888889,0.5,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.8055555556,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222,0.4722222222
d588b5,0.3333333333,0.4166666667,0.8333333333,0.8333333333,0.75,0.9166666667,0.9166666667,1,1,0.9166666667,1,0.9166666667,0.2777777778,0.2777777778,0.2777777778,0.5,0.4444444444,0.6666666667,0.5,0.6666666667,0.4444444444,0.4444444444,0.5555555556,0.5555555556,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556,0.3055555556
