,0,1,2,3,4,5,6,7,8
54,"[0.31333333 0.39       0.43       0.44       0.5        0.52666667
 0.57333333 0.63666667 0.59666667 0.59666667 0.67       0.71333333]","[0.34666667 0.36166667 0.38666667 0.48333333 0.495      0.53666667
 0.55333333 0.63333333 0.63666667 0.65333333 0.66166667 0.71666667]","          0
0  0.000000
1  0.000000
2  0.333333
3  1.000000","          0
0  0.333333
1  0.666667
2  0.666667
3  0.333333",0.1,2,0.4,0.2,0.6
55,"[0.32333333 0.33333333 0.38333333 0.44666667 0.46666667 0.5
 0.58666667 0.57333333 0.59666667 0.63       0.68       0.66333333]","[0.33666667 0.35333333 0.43666667 0.46333333 0.51166667 0.52666667
 0.57333333 0.55833333 0.63       0.67       0.68333333 0.715     ]","          0
0  0.333333
1  0.333333
2  0.333333
3  0.333333","          0
0  0.333333
1  0.333333
2  1.000000
3  0.333333",0.2,2,0.4,0.2,0.6
56,"[0.31       0.34333333 0.42333333 0.48333333 0.54       0.51666667
 0.61666667 0.58666667 0.60666667 0.61666667 0.72       0.69      ]","[0.33666667 0.36666667 0.41666667 0.40666667 0.52166667 0.53333333
 0.55166667 0.56333333 0.65333333 0.65       0.70666667 0.66166667]","          0
0  0.333333
1  0.666667
2  0.666667
3  0.333333","          0
0  0.666667
1  1.000000
2  0.666667
3  1.000000",0.3,2,0.4,0.2,0.6
57,"[0.28333333 0.37333333 0.39333333 0.47       0.54333333 0.53666667
 0.60666667 0.59       0.61333333 0.67       0.64666667 0.63333333]","[0.32       0.33833333 0.42       0.44333333 0.49166667 0.49166667
 0.58       0.57666667 0.66166667 0.65666667 0.675      0.715     ]","          0
0  0.333333
1  1.000000
2  1.000000
3  0.000000","          0
0  0.666667
1  0.333333
2  0.666667
3  1.000000",0.4,2,0.4,0.2,0.6
58,"[0.29333333 0.37666667 0.44666667 0.43333333 0.49       0.56
 0.60333333 0.55333333 0.65333333 0.65666667 0.61666667 0.71      ]","[0.315      0.38       0.42333333 0.475      0.47333333 0.52333333
 0.55666667 0.605      0.65833333 0.68666667 0.725      0.74      ]","          0
0  0.666667
1  0.666667
2  0.333333
3  0.666667","          0
0  0.666667
1  1.000000
2  0.666667
3  1.000000",0.5,2,0.4,0.2,0.6
59,"[0.32       0.39       0.41666667 0.50666667 0.50666667 0.51666667
 0.57666667 0.57666667 0.63333333 0.60666667 0.68333333 0.71      ]","[0.30166667 0.38       0.36666667 0.41333333 0.455      0.55
 0.57       0.63333333 0.65       0.67166667 0.7        0.715     ]","          0
0  0.666667
1  0.666667
2  0.666667
3  1.000000","          0
0  1.000000
1  0.666667
2  0.333333
3  1.000000",0.1,3,0.4,0.2,0.6
60,"[0.33666667 0.38666667 0.39333333 0.49       0.52666667 0.54666667
 0.60333333 0.57333333 0.62333333 0.67       0.73       0.69333333]","[0.31833333 0.35666667 0.38666667 0.43166667 0.495      0.535
 0.59       0.59666667 0.60833333 0.665      0.69833333 0.74      ]","          0
0  1.000000
1  0.333333
2  1.000000
3  0.333333","          0
0  0.333333
1  1.000000
2  0.666667
3  0.333333",0.2,3,0.4,0.2,0.6
61,"[0.32666667 0.38333333 0.37       0.45666667 0.56       0.48333333
 0.59333333 0.62       0.64666667 0.66       0.66333333 0.72333333]","[0.355      0.38333333 0.39333333 0.465      0.475      0.50166667
 0.55666667 0.64166667 0.645      0.70166667 0.69666667 0.70333333]","          0
0  0.666667
1  1.000000
2  0.666667
3  0.000000","          0
0  0.333333
1  1.000000
2  0.666667
3  0.000000",0.3,3,0.4,0.2,0.6
62,"[0.32333333 0.42666667 0.42666667 0.46       0.51666667 0.53333333
 0.59333333 0.56666667 0.63       0.67666667 0.65333333 0.73      ]","[0.30833333 0.35333333 0.42166667 0.43666667 0.50166667 0.52833333
 0.6        0.61       0.63666667 0.63666667 0.69333333 0.69333333]","          0
0  0.333333
1  1.000000
2  0.333333
3  0.333333","          0
0  1.000000
1  0.333333
2  1.000000
3  0.666667",0.4,3,0.4,0.2,0.6
63,"[0.3        0.39666667 0.41       0.51666667 0.46       0.54666667
 0.58666667 0.56666667 0.59333333 0.65666667 0.65       0.69666667]","[0.33333333 0.385      0.43166667 0.46333333 0.485      0.505
 0.58666667 0.57       0.65166667 0.65833333 0.72333333 0.70833333]","          0
0  0.333333
1  1.000000
2  0.333333
3  0.666667","          0
0  1.000000
1  0.666667
2  0.333333
3  0.666667",0.5,3,0.4,0.2,0.6
