,set3_learn,set6_learn,set3_test,set6_test,bll,alpha,egs,imag,ans,strtg
1523,"[0.35       0.52333333 0.64333333 0.75333333 0.8        0.86
 0.93666667 0.96333333 0.97666667 0.99       0.98333333 0.99333333]","[0.26666667 0.46833333 0.52666667 0.69       0.75166667 0.86
 0.905      0.95166667 0.95666667 0.97833333 0.98166667 0.99      ]",1.0,1.0,0.5,0.15,0.1,0.5,0.4,0.16666666666666666
1524,"[0.32       0.41666667 0.56       0.71333333 0.81666667 0.86333333
 0.89       0.93666667 0.94666667 0.96333333 0.96666667 0.96      ]","[0.255      0.42333333 0.51833333 0.665      0.75       0.85
 0.90666667 0.92833333 0.96833333 0.97833333 0.98833333 0.98833333]",0.3333333333333333,1.0,0.5,0.15,0.1,0.5,0.5,0.7196969696969697
1525,"[0.27       0.37       0.42333333 0.59       0.65666667 0.68
 0.78       0.80333333 0.88666667 0.90666667 0.91666667 0.95666667]","[0.29833333 0.40666667 0.44333333 0.53333333 0.53166667 0.61666667
 0.67333333 0.745      0.78833333 0.815      0.83       0.86166667]",0.5833333333333333,0.8333333333333333,0.5,0.15,0.2,0.1,0.1,0.7575757575757576
1526,"[0.31       0.37333333 0.44333333 0.55666667 0.63       0.76
 0.79333333 0.82333333 0.84333333 0.88666667 0.93       0.95333333]","[0.275      0.37666667 0.455      0.50833333 0.57166667 0.62333333
 0.705      0.745      0.79333333 0.81       0.84666667 0.87666667]",1.0,0.9166666666666666,0.5,0.15,0.2,0.1,0.2,0.25
1527,"[0.28666667 0.41       0.47333333 0.56       0.61333333 0.7
 0.81       0.81666667 0.83333333 0.89       0.91666667 0.92333333]","[0.31666667 0.39833333 0.44333333 0.54833333 0.55333333 0.62666667
 0.685      0.70833333 0.77333333 0.83166667 0.84833333 0.875     ]",0.6666666666666666,0.8333333333333334,0.5,0.15,0.2,0.1,0.3,0.3333333333333333
1528,"[0.22333333 0.41333333 0.50333333 0.55666667 0.64333333 0.70666667
 0.78666667 0.82333333 0.85       0.87       0.9        0.95333333]","[0.32666667 0.42333333 0.46166667 0.51333333 0.55666667 0.60833333
 0.68666667 0.71166667 0.785      0.82333333 0.865      0.875     ]",0.49999999999999994,0.7499999999999999,0.5,0.15,0.2,0.1,0.4,0.7272727272727273
1529,"[0.28666667 0.35333333 0.42666667 0.48666667 0.56666667 0.67666667
 0.72666667 0.78333333 0.80666667 0.85       0.86666667 0.90666667]","[0.28333333 0.38666667 0.42666667 0.51666667 0.555      0.56
 0.64833333 0.69833333 0.73833333 0.775      0.83166667 0.82666667]",0.8333333333333333,0.8333333333333333,0.5,0.15,0.2,0.1,0.5,0.2727272727272727
1530,"[0.29333333 0.43666667 0.54666667 0.63666667 0.72       0.77666667
 0.83333333 0.85       0.89       0.92333333 0.94       0.94333333]","[0.285      0.40333333 0.49666667 0.58       0.60666667 0.69833333
 0.77166667 0.805      0.84166667 0.87333333 0.92       0.93333333]",1.0,1.0,0.5,0.15,0.2,0.2,0.1,0.08333333333333333
1531,"[0.28       0.39333333 0.48666667 0.57666667 0.66666667 0.72333333
 0.84       0.85       0.86333333 0.9        0.94       0.95      ]","[0.28       0.4        0.46333333 0.55       0.62833333 0.74666667
 0.76166667 0.83166667 0.86       0.90833333 0.92833333 0.93833333]",0.49999999999999994,0.8333333333333333,0.5,0.15,0.2,0.2,0.2,0.4621212121212121
1532,"[0.37333333 0.46666667 0.54666667 0.60666667 0.72333333 0.76333333
 0.82333333 0.87333333 0.90333333 0.93333333 0.96666667 0.95      ]","[0.3        0.39166667 0.43666667 0.55833333 0.63166667 0.695
 0.75666667 0.84       0.86333333 0.87       0.93666667 0.93666667]",0.8333333333333333,0.8333333333333333,0.5,0.15,0.2,0.2,0.3,0.15151515151515152
1533,"[0.27333333 0.39       0.51333333 0.59666667 0.69       0.71
 0.79666667 0.80333333 0.85666667 0.90666667 0.92333333 0.93      ]","[0.28166667 0.44       0.49       0.57333333 0.63666667 0.66666667
 0.72333333 0.79333333 0.84833333 0.9        0.89166667 0.90833333]",0.75,1.0,0.5,0.15,0.2,0.2,0.4,0.14393939393939395
1534,"[0.26333333 0.42       0.52333333 0.58333333 0.65       0.66666667
 0.75       0.8        0.82666667 0.85333333 0.9        0.91      ]","[0.31166667 0.40666667 0.45833333 0.555      0.60333333 0.68
 0.76       0.79666667 0.81166667 0.85833333 0.895      0.89666667]",0.41666666666666663,0.8333333333333333,0.5,0.15,0.2,0.2,0.5,0.7803030303030303
1535,"[0.30333333 0.41       0.5        0.62333333 0.70333333 0.74
 0.86       0.88666667 0.92333333 0.95666667 0.93666667 0.97      ]","[0.31333333 0.49       0.52833333 0.65333333 0.74166667 0.83166667
 0.88333333 0.91833333 0.93666667 0.95166667 0.97833333 0.97666667]",1.0,1.0,0.5,0.15,0.2,0.3,0.1,0.11363636363636363
1536,"[0.32333333 0.49666667 0.58666667 0.66       0.74333333 0.81
 0.85666667 0.86666667 0.92666667 0.96       0.97       0.95666667]","[0.29       0.41666667 0.51166667 0.58166667 0.68166667 0.74666667
 0.83       0.88666667 0.90833333 0.94333333 0.95333333 0.97333333]",1.0,1.0,0.5,0.15,0.2,0.3,0.2,0.14393939393939395
1537,"[0.29666667 0.39333333 0.53       0.60666667 0.69333333 0.76333333
 0.79666667 0.87333333 0.91666667 0.93       0.96333333 0.95666667]","[0.27666667 0.41333333 0.51       0.61833333 0.67166667 0.74833333
 0.81333333 0.87833333 0.91333333 0.94       0.95166667 0.95833333]",0.5,0.9166666666666666,0.5,0.15,0.2,0.3,0.3,0.7424242424242424
1538,"[0.29       0.40666667 0.5        0.59666667 0.71       0.77
 0.82       0.88       0.86333333 0.94       0.93666667 0.94666667]","[0.315      0.45166667 0.51166667 0.625      0.705      0.75666667
 0.82333333 0.865      0.925      0.91666667 0.93       0.94666667]",1.0,1.0,0.5,0.15,0.2,0.3,0.4,0.11363636363636363
1539,"[0.27333333 0.39333333 0.47666667 0.58       0.64       0.71
 0.77       0.82666667 0.86666667 0.91       0.92       0.92333333]","[0.30166667 0.4        0.52166667 0.61666667 0.66166667 0.75333333
 0.82       0.85333333 0.87       0.91166667 0.935      0.93666667]",1.0,1.0,0.5,0.15,0.2,0.3,0.5,0.10606060606060606
1540,"[0.26666667 0.43       0.49666667 0.63333333 0.69333333 0.75333333
 0.89       0.89666667 0.92666667 0.95666667 0.96333333 0.96      ]","[0.30333333 0.45833333 0.56166667 0.65333333 0.73166667 0.81833333
 0.88666667 0.91       0.94       0.96333333 0.96666667 0.975     ]",1.0,0.9166666666666666,0.5,0.15,0.2,0.4,0.1,0.2727272727272727
1541,"[0.32       0.41666667 0.55       0.62666667 0.7        0.77333333
 0.84666667 0.86666667 0.89       0.91666667 0.94333333 0.96333333]","[0.325      0.44666667 0.53       0.655      0.75833333 0.79833333
 0.88166667 0.90666667 0.93333333 0.95833333 0.95833333 0.97833333]",1.0,1.0,0.5,0.15,0.2,0.4,0.2,0.13636363636363635
1542,"[0.32333333 0.42666667 0.52666667 0.67333333 0.76333333 0.76666667
 0.83666667 0.89666667 0.89666667 0.93666667 0.95       0.96666667]","[0.29833333 0.42666667 0.54833333 0.64       0.73166667 0.80333333
 0.82833333 0.915      0.91333333 0.96       0.96       0.97      ]",1.0,0.9166666666666666,0.5,0.15,0.2,0.4,0.3,0.42424242424242425
1543,"[0.28       0.46666667 0.54       0.61666667 0.71333333 0.75666667
 0.83666667 0.90666667 0.88666667 0.94666667 0.95       0.98666667]","[0.31333333 0.45       0.49833333 0.64       0.73       0.775
 0.865      0.89833333 0.93       0.93       0.955      0.96833333]",1.0,1.0,0.5,0.15,0.2,0.4,0.4,0.21212121212121213
1544,"[0.24666667 0.36666667 0.51333333 0.62666667 0.64       0.73666667
 0.83666667 0.85       0.90333333 0.94       0.95       0.95      ]","[0.3        0.44166667 0.57166667 0.66       0.76666667 0.79
 0.845      0.885      0.915      0.93833333 0.955      0.95666667]",0.6666666666666666,0.8333333333333333,0.5,0.15,0.2,0.4,0.5,0.6060606060606061
1545,"[0.26333333 0.4        0.54       0.62333333 0.71666667 0.79
 0.85666667 0.84666667 0.91       0.93666667 0.96333333 0.96      ]","[0.29       0.40333333 0.52166667 0.605      0.73166667 0.795
 0.84833333 0.88666667 0.92666667 0.945      0.95333333 0.96333333]",1.0,0.8333333333333333,0.5,0.15,0.2,0.5,0.1,0.3409090909090909
1546,"[0.27333333 0.44666667 0.58       0.66       0.71       0.80333333
 0.87       0.88       0.92333333 0.93666667 0.96       0.97      ]","[0.295      0.375      0.54666667 0.61       0.75333333 0.78166667
 0.87833333 0.895      0.94333333 0.965      0.96833333 0.97      ]",1.0,0.9166666666666666,0.5,0.15,0.2,0.5,0.2,0.25
1547,"[0.25666667 0.42       0.52333333 0.61       0.67       0.75
 0.82       0.89333333 0.88333333 0.94       0.95333333 0.96      ]","[0.295      0.44       0.53666667 0.66333333 0.725      0.78
 0.86       0.90833333 0.94333333 0.975      0.97       0.98      ]",1.0,0.9166666666666666,0.5,0.15,0.2,0.5,0.3,0.3787878787878788
1548,"[0.32666667 0.43666667 0.58666667 0.69333333 0.73       0.80666667
 0.87333333 0.9        0.93       0.94333333 0.96333333 0.97333333]","[0.30333333 0.46       0.53333333 0.62166667 0.74166667 0.79666667
 0.855      0.89333333 0.93       0.94       0.95666667 0.965     ]",0.75,0.9166666666666666,0.5,0.15,0.2,0.5,0.4,0.5303030303030303
1549,"[0.29666667 0.39333333 0.51666667 0.63666667 0.68333333 0.73666667
 0.82       0.81666667 0.89333333 0.93       0.92333333 0.94666667]","[0.265      0.46       0.55666667 0.62666667 0.725      0.78666667
 0.85333333 0.89333333 0.925      0.95333333 0.97333333 0.96666667]",0.9166666666666666,1.0,0.5,0.15,0.2,0.5,0.5,0.12121212121212122
1550,"[0.27333333 0.36666667 0.41333333 0.56       0.61333333 0.64333333
 0.67666667 0.77333333 0.8        0.86666667 0.91       0.96      ]","[0.275      0.385      0.42       0.48833333 0.51       0.56666667
 0.61833333 0.66166667 0.72166667 0.74833333 0.79833333 0.79666667]",1.0,0.8333333333333333,0.5,0.15,0.3,0.1,0.1,0.26515151515151514
1551,"[0.24       0.36666667 0.45       0.53666667 0.59333333 0.67333333
 0.70666667 0.75       0.77333333 0.81       0.87       0.87      ]","[0.29166667 0.40833333 0.475      0.49833333 0.55666667 0.62666667
 0.67166667 0.72333333 0.69333333 0.79666667 0.79166667 0.835     ]",0.9166666666666666,0.9166666666666666,0.5,0.15,0.3,0.1,0.2,0.2727272727272727
1552,"[0.23666667 0.39666667 0.47666667 0.51       0.59       0.59666667
 0.74333333 0.74666667 0.8        0.85       0.87       0.91666667]","[0.30166667 0.405      0.43666667 0.51333333 0.55       0.58166667
 0.625      0.71166667 0.74666667 0.765      0.77833333 0.85333333]",0.6666666666666666,0.9166666666666666,0.5,0.15,0.3,0.1,0.3,0.3712121212121212
1553,"[0.25333333 0.39666667 0.46       0.55       0.63333333 0.65333333
 0.71       0.73666667 0.79666667 0.83333333 0.86333333 0.87666667]","[0.29833333 0.40666667 0.435      0.49666667 0.52833333 0.59833333
 0.61833333 0.68       0.7        0.75       0.75166667 0.78333333]",0.3333333333333333,0.8333333333333333,0.5,0.15,0.3,0.1,0.4,0.6363636363636364
1554,"[0.33       0.37       0.48666667 0.57333333 0.63666667 0.66666667
 0.68666667 0.74333333 0.78333333 0.80666667 0.84333333 0.86333333]","[0.30166667 0.39333333 0.435      0.51333333 0.54333333 0.60166667
 0.58666667 0.67833333 0.72       0.72833333 0.75833333 0.79666667]",0.41666666666666663,0.6666666666666666,0.5,0.15,0.3,0.1,0.5,0.4090909090909091
1555,"[0.25666667 0.41       0.46666667 0.57666667 0.62       0.68333333
 0.72       0.79       0.84       0.86333333 0.88666667 0.91      ]","[0.29833333 0.43666667 0.45       0.54666667 0.57833333 0.68
 0.72       0.76666667 0.79666667 0.84       0.86333333 0.89833333]",0.9166666666666666,0.9166666666666666,0.5,0.15,0.3,0.2,0.1,0.5378787878787878
1556,"[0.31333333 0.38       0.43333333 0.55       0.60666667 0.67666667
 0.71333333 0.79       0.86333333 0.85       0.90666667 0.93666667]","[0.31666667 0.44166667 0.53666667 0.58166667 0.67       0.715
 0.78333333 0.82333333 0.83666667 0.88833333 0.90666667 0.92166667]",0.9166666666666666,1.0,0.5,0.15,0.3,0.2,0.2,0.30303030303030304
1557,"[0.31333333 0.44       0.46       0.58666667 0.64666667 0.67666667
 0.75333333 0.78666667 0.82666667 0.85333333 0.89       0.92666667]","[0.295      0.415      0.505      0.54666667 0.605      0.67
 0.715      0.79       0.80666667 0.83666667 0.86333333 0.92166667]",0.5833333333333333,0.9166666666666666,0.5,0.15,0.3,0.2,0.3,0.553030303030303
1558,"[0.25666667 0.36333333 0.47333333 0.55666667 0.58333333 0.63666667
 0.72       0.75333333 0.82       0.81       0.87333333 0.87      ]","[0.295      0.39833333 0.475      0.565      0.57333333 0.64333333
 0.755      0.77666667 0.83       0.88       0.88166667 0.905     ]",0.6666666666666666,0.8333333333333333,0.5,0.15,0.3,0.2,0.4,0.4015151515151515
1559,"[0.25333333 0.33333333 0.40333333 0.52333333 0.64333333 0.63666667
 0.71666667 0.74333333 0.82       0.88666667 0.86333333 0.91333333]","[0.29666667 0.40666667 0.43166667 0.51333333 0.54833333 0.62
 0.69166667 0.77       0.78833333 0.78166667 0.85833333 0.89166667]",0.41666666666666663,0.75,0.5,0.15,0.3,0.2,0.5,0.696969696969697
1560,"[0.32       0.43       0.60333333 0.59666667 0.65333333 0.76
 0.81333333 0.81333333 0.88666667 0.92       0.89333333 0.93333333]","[0.32833333 0.46       0.54666667 0.625      0.715      0.76333333
 0.84166667 0.87666667 0.89833333 0.91166667 0.92666667 0.945     ]",1.0,1.0,0.5,0.15,0.3,0.3,0.1,0.13636363636363635
1561,"[0.26       0.42666667 0.54666667 0.64333333 0.68       0.68333333
 0.79       0.83666667 0.83       0.89333333 0.91333333 0.89333333]","[0.34833333 0.47166667 0.54333333 0.67       0.71333333 0.79
 0.82166667 0.85833333 0.86833333 0.915      0.915      0.93833333]",0.5833333333333333,1.0,0.5,0.15,0.3,0.3,0.2,0.24242424242424243
1562,"[0.27666667 0.38333333 0.48333333 0.56666667 0.59666667 0.74
 0.76333333 0.81333333 0.83666667 0.89333333 0.91666667 0.93333333]","[0.295      0.40666667 0.525      0.63666667 0.69       0.75333333
 0.77833333 0.87333333 0.875      0.90666667 0.92       0.94666667]",0.8333333333333333,1.0,0.5,0.15,0.3,0.3,0.3,0.11363636363636363
1563,"[0.29       0.39       0.48666667 0.55333333 0.62       0.70666667
 0.76666667 0.8        0.85       0.88       0.91       0.91666667]","[0.32       0.44166667 0.52833333 0.6        0.625      0.74166667
 0.8        0.83666667 0.845      0.91666667 0.93166667 0.94666667]",0.9166666666666666,0.8333333333333333,0.5,0.15,0.3,0.3,0.4,0.20454545454545456
1564,"[0.28333333 0.37666667 0.47       0.57333333 0.67333333 0.69666667
 0.78333333 0.80666667 0.85666667 0.89333333 0.92       0.94666667]","[0.32166667 0.44666667 0.53666667 0.64333333 0.695      0.73333333
 0.81833333 0.82       0.86166667 0.905      0.91166667 0.93833333]",1.0,0.9166666666666666,0.5,0.15,0.3,0.3,0.5,0.26515151515151514
1565,"[0.30333333 0.38666667 0.55       0.61       0.65       0.75333333
 0.79666667 0.82333333 0.88666667 0.89333333 0.92666667 0.93333333]","[0.305      0.47       0.57333333 0.69       0.77166667 0.83333333
 0.84166667 0.88       0.925      0.94166667 0.95833333 0.95166667]",0.7499999999999999,0.8333333333333333,0.5,0.15,0.3,0.4,0.1,0.26515151515151514
1566,"[0.25666667 0.39666667 0.51       0.55666667 0.64333333 0.74333333
 0.83       0.82333333 0.88333333 0.92       0.94       0.94      ]","[0.325      0.44833333 0.49333333 0.605      0.72333333 0.76333333
 0.84       0.87       0.9        0.93666667 0.94166667 0.96      ]",1.0,1.0,0.5,0.15,0.3,0.4,0.2,0.24242424242424243
1567,"[0.28333333 0.38       0.52666667 0.61       0.65333333 0.74
 0.77       0.80666667 0.83       0.90333333 0.91666667 0.92      ]","[0.285      0.42       0.54833333 0.65166667 0.72166667 0.78
 0.84666667 0.86833333 0.91666667 0.90166667 0.95666667 0.94166667]",0.8333333333333334,0.9166666666666666,0.5,0.15,0.3,0.4,0.3,0.29545454545454547
1568,"[0.27       0.36666667 0.50666667 0.58       0.65666667 0.74666667
 0.78       0.81       0.87666667 0.91       0.91666667 0.92333333]","[0.325      0.48833333 0.53       0.635      0.72333333 0.79666667
 0.86166667 0.88666667 0.915      0.92666667 0.95166667 0.96166667]",0.9166666666666666,0.9166666666666666,0.5,0.15,0.3,0.4,0.4,0.17424242424242425
1569,"[0.30666667 0.44       0.52333333 0.6        0.68       0.69
 0.78       0.83       0.84       0.89       0.90333333 0.91      ]","[0.31666667 0.445      0.5        0.605      0.71       0.73833333
 0.79666667 0.845      0.895      0.89833333 0.92833333 0.93666667]",0.5833333333333333,0.9166666666666666,0.5,0.15,0.3,0.4,0.5,0.17424242424242425
1570,"[0.29666667 0.37333333 0.51       0.57333333 0.65333333 0.72666667
 0.78333333 0.81666667 0.83666667 0.89333333 0.93       0.93666667]","[0.33       0.49833333 0.53333333 0.66166667 0.78       0.82
 0.86       0.86833333 0.90333333 0.93333333 0.94666667 0.95333333]",1.0,0.9166666666666666,0.5,0.15,0.3,0.5,0.1,0.12121212121212122
1571,"[0.29       0.41333333 0.54666667 0.66333333 0.66       0.77
 0.81333333 0.85333333 0.88666667 0.89333333 0.91666667 0.95      ]","[0.295      0.45166667 0.555      0.67166667 0.745      0.805
 0.85833333 0.88166667 0.90833333 0.925      0.94       0.95333333]",1.0,1.0,0.5,0.15,0.3,0.5,0.2,0.12121212121212122
1572,"[0.26333333 0.37666667 0.47       0.56666667 0.67       0.75666667
 0.77666667 0.81       0.81666667 0.85       0.9        0.9       ]","[0.32666667 0.44333333 0.54333333 0.66166667 0.70833333 0.78166667
 0.82       0.89166667 0.91166667 0.92833333 0.935      0.955     ]",1.0,0.9166666666666666,0.5,0.15,0.3,0.5,0.3,0.11363636363636363
1573,"[0.29       0.44       0.51666667 0.60666667 0.61       0.73
 0.81666667 0.83       0.86666667 0.89666667 0.92333333 0.93      ]","[0.32166667 0.43       0.52666667 0.64666667 0.71833333 0.79666667
 0.855      0.87       0.89333333 0.94666667 0.93833333 0.96      ]",1.0,1.0,0.5,0.15,0.3,0.5,0.4,0.17424242424242425
1574,"[0.23666667 0.36       0.51       0.56       0.71333333 0.74333333
 0.80666667 0.84       0.86666667 0.91333333 0.93       0.92333333]","[0.28833333 0.40833333 0.54       0.605      0.70666667 0.775
 0.81833333 0.86333333 0.895      0.91166667 0.93       0.95166667]",0.9166666666666666,0.9166666666666666,0.5,0.15,0.3,0.5,0.5,0.3484848484848485
1575,"[0.26333333 0.41666667 0.42666667 0.48666667 0.59333333 0.64
 0.68       0.74       0.71666667 0.76333333 0.79       0.81      ]","[0.32333333 0.39166667 0.45       0.51833333 0.49666667 0.54333333
 0.61       0.63833333 0.665      0.71333333 0.72166667 0.795     ]",0.9166666666666666,0.9166666666666666,0.5,0.15,0.4,0.1,0.1,0.25
1576,"[0.31666667 0.36       0.45666667 0.49333333 0.54       0.6
 0.67       0.62333333 0.74       0.78666667 0.81       0.84666667]","[0.30166667 0.41666667 0.48833333 0.48833333 0.56       0.575
 0.63166667 0.67833333 0.72       0.74333333 0.76833333 0.795     ]",0.41666666666666663,0.5833333333333333,0.5,0.15,0.4,0.1,0.2,0.5
1577,"[0.29666667 0.37666667 0.4        0.5        0.56666667 0.61666667
 0.68333333 0.71       0.76333333 0.8        0.84       0.89333333]","[0.325      0.42       0.46       0.51666667 0.525      0.54666667
 0.61       0.665      0.71666667 0.7        0.73166667 0.76333333]",0.7499999999999999,1.0,0.5,0.15,0.4,0.1,0.3,0.20454545454545456
1578,"[0.27666667 0.28       0.38       0.49       0.6        0.62333333
 0.67333333 0.70333333 0.74333333 0.80666667 0.8        0.87666667]","[0.30333333 0.39       0.46166667 0.49333333 0.55       0.59166667
 0.62166667 0.67666667 0.68333333 0.76       0.76       0.78333333]",0.5833333333333333,0.6666666666666666,0.5,0.15,0.4,0.1,0.4,0.3787878787878788
1579,"[0.27666667 0.41       0.4        0.48       0.55666667 0.62666667
 0.65666667 0.67333333 0.70333333 0.76666667 0.8        0.83333333]","[0.29333333 0.425      0.44833333 0.47166667 0.52833333 0.60666667
 0.62       0.64833333 0.67333333 0.69       0.72       0.73333333]",0.6666666666666666,0.5,0.5,0.15,0.4,0.1,0.5,0.4090909090909091
